품목명,수거단계,재배양식,생산자 주소,재배면적,조사물량,등록일자,분석결과
멥쌀(일반),생산,일반 ,경상북도  경주시  ,364,180,20170921,적합
멥쌀(일반),생산,일반 ,경상북도  경주시  ,228,100,20170921,적합
멥쌀(일반),생산,일반 ,경상북도  경주시  ,1132,500,20170921,적합
멥쌀(일반),생산,일반 ,경상북도  경주시  ,278,150,20170921,적합
멥쌀(일반),생산,일반 ,경상북도  경주시  ,955,450,20170921,적합
멥쌀(일반),생산,일반 ,경상북도  경주시  ,951,400,20170921,적합
고구마,생산,일반 ,대구광역시  달성군  ,330,50,20170921,적합
풋고추,유통/판매,일반 ,강원도  홍천군  ,,2,20170921,적합
무,유통/판매,일반 ,강원도  평창군  ,,2,20170921,적합
느타리버섯,유통/판매,일반 ,경상북도  김천시  ,,2,20170921,적합
대파,유통/판매,일반 ,경상남도  김해시  ,,2,20170921,적합
참깨,유통/판매,일반 ,대구광역시  달성군  ,,2,20170921,적합
감자,유통/판매,일반 ,경상남도  밀양시  ,,2,20170921,적합
마늘,유통/판매,일반 ,경상북도  의성군  ,,2,20170921,적합
고구마,유통/판매,일반 ,전라남도  나주시  ,,2,20170921,적합
참깨,유통/판매,일반 ,전라남도  여수시  ,,,20170921,적합
참깨,유통/판매,일반 ,전라남도  여수시  ,,,20170921,적합
멥쌀(일반),생산,일반 ,전라남도  광양시  ,3004,1200,20170921,적합
멥쌀(일반),생산,일반 ,전라남도  순천시  ,741,200,20170921,적합
멥쌀(일반),생산,일반 ,전라남도  광양시  ,2178,1200,20170921,적합
멥쌀(일반),생산,일반 ,전라남도  광양시  ,2868,1500,20170921,부적합 (폐기)
멥쌀(일반),생산,일반 ,전라남도  순천시  ,1379,900,20170921,적합
멥쌀(일반),생산,일반 ,전라남도  광양시  ,935,700,20170921,적합
멥쌀(일반),생산,일반 ,전라남도  광양시  ,1608,1200,20170921,부적합 (폐기)
멥쌀(일반),생산,일반 ,충청남도  아산시  ,1187,1300,20170921,적합
멥쌀(일반),생산,일반 ,충청남도  아산시  ,1782,2000,20170921,적합
멥쌀(일반),생산,일반 ,충청남도  아산시  ,2099,2200,20170921,적합
멥쌀(일반),생산,일반 ,충청남도  아산시  ,1747,2000,20170921,적합
멥쌀(일반),생산,일반 ,충청남도  공주시  ,1619,700,20170921,적합
멥쌀(일반),생산,일반 ,충청남도  공주시  ,2699,1200,20170921,적합
고구마,생산,일반 ,충청남도  당진시  ,660,90,20170921,적합
멥쌀(일반),생산,일반 ,충청북도  제천시  ,1042,80,20170921,적합
멥쌀(일반),생산,일반 ,충청북도  제천시  ,810,50,20170921,적합
멥쌀(일반),생산,일반 ,충청북도  단양군  ,2639,95,20170921,적합
멥쌀(일반),생산,일반 ,충청북도  단양군  ,2497,95,20170921,적합
멥쌀(일반),생산,일반 ,충청북도  단양군  ,2541,90,20170921,적합
멥쌀(일반),생산,일반 ,충청북도  단양군  ,1091,85,20170921,적합
멥쌀(일반),생산,일반 ,충청북도  단양군  ,2585,85,20170921,적합
멥쌀(일반),생산,일반 ,충청북도  단양군  ,1997,80,20170921,적합
멥쌀(일반),생산,일반 ,충청북도  단양군  ,1413,80,20170921,적합
멥쌀(일반),생산,일반 ,충청북도  단양군  ,1980,80,20170921,적합
멥쌀(일반),생산,일반 ,충청북도  단양군  ,1170,80,20170921,적합
멥쌀(일반),생산,일반 ,충청북도  단양군  ,1903,80,20170921,적합
홍고추(붉은고추),생산,일반 ,강원도  원주시  ,1537,1000,20170921,적합
멥쌀(일반),생산,일반 ,경기도  가평군  ,1689,1400,20170921,적합
멥쌀(일반),생산,일반 ,경기도  가평군  ,1969,1500,20170921,적합
멥쌀(일반),생산,일반 ,경기도  가평군  ,1193,900,20170921,적합
멥쌀(일반),생산,일반 ,경기도  가평군  ,1140,900,20170921,적합
멥쌀(일반),생산,일반 ,경기도  가평군  ,762,600,20170921,적합
멥쌀(일반),생산,일반 ,경기도  가평군  ,2010,1800,20170921,적합
멥쌀(일반),생산,일반 ,경기도  광명시  ,1673,1600,20170921,적합
부추,유통/판매,일반 ,경상남도  창원시  ,,2,20170920,적합
마늘,유통/판매,일반 ,경상남도  창원시  ,,2,20170920,적합
깻잎,생산,일반 ,경상남도  고성군  ,1000,50,20170920,적합
생고구마순,생산,일반 ,경상남도  고성군  ,1084,60,20170920,적합
풋고추,생산,일반 ,경상남도  고성군  ,682,500,20170920,적합
풋고추,생산,일반 ,경상남도  고성군  ,231,150,20170920,적합
풋고추,생산,일반 ,경상남도  고성군  ,955,800,20170920,적합
풋고추,생산,일반 ,경상남도  고성군  ,651,380,20170920,적합
풋고추,생산,일반 ,경상남도  고성군  ,526,430,20170920,적합
풋고추,생산,일반 ,경상남도  고성군  ,707,550,20170920,적합
깻잎,생산,일반 ,경상남도  고성군  ,245,10,20170920,적합
가지,생산,일반 ,경상남도  고성군  ,478,35,20170920,적합
가지,생산,일반 ,경상남도  고성군  ,627,20,20170920,적합
빨간양배추,생산,친환경(인증) 무농약,경상남도  김해시  ,200,100,20170920,적합
감자,생산,친환경(인증) 무농약,경상남도  김해시  ,200,100,20170920,적합
부추,생산,일반 ,경상남도  김해시  ,200,100,20170920,적합
참나물,생산,일반 ,경상남도  김해시  ,200,100,20170920,적합
방아,생산,일반 ,경상남도  김해시  ,200,100,20170920,적합
근대,생산,친환경(인증) 무농약,경상남도  김해시  ,200,100,20170920,적합
아욱,생산,친환경(인증) 무농약,경상남도  김해시  ,200,100,20170920,적합
쑥갓,생산,친환경(인증) 무농약,경상남도  김해시  ,200,100,20170920,적합
깻잎,생산,일반 ,경상남도  밀양시  ,660,600,20170920,적합
풋고추,생산,일반 ,경상남도  밀양시  ,660,600,20170920,적합
가지,생산,일반 ,경상남도  밀양시  ,204,300,20170920,적합
포도,생산,일반 ,경상북도  경산시  ,1002,50,20170920,적합
포도,생산,일반 ,경상북도  경산시  ,1952,80,20170920,적합
포도,생산,일반 ,경상북도  경산시  ,1507,70,20170920,적합
포도,생산,일반 ,경상북도  경산시  ,1511,70,20170920,적합
포도,생산,일반 ,경상북도  경산시  ,1166,60,20170920,적합
배추,생산,일반 ,경상북도  경주시  ,499,500,20170920,적합
사과,생산,일반 ,경상북도  경주시  ,199,500,20170920,적합
배,생산,일반 ,경상북도  경주시  ,2489,5000,20170920,적합
배,생산,일반 ,경상북도  경주시  ,2546,5000,20170920,적합
부추,유통/판매,일반 ,경기도  양평군  ,,20,20170920,적합
고구마,생산,일반 ,전라북도  군산시  ,1307,500,20170920,적합
생고구마순,생산,일반 ,전라북도  군산시  ,873,50,20170920,적합
고들빼기,생산,일반 ,전라남도  순천시  ,764,500,20170920,적합
떫은감,생산,일반 ,전라남도  순천시  ,850,200,20170920,적합
토란,생산,일반 ,전라남도  순천시  ,1458,500,20170920,적합
고구마,생산,일반 ,충청북도  진천군  ,240,1000,20170920,적합
고구마,생산,일반 ,충청북도  옥천군  ,3500,2500,20170920,적합
풋고추,생산,일반 ,강원도  삼척시  ,3014,2000,20170920,적합
풋고추,생산,일반 ,강원도  삼척시  ,764,500,20170920,적합
풋고추,생산,일반 ,강원도  삼척시  ,1104,600,20170920,적합
풋고추,생산,일반 ,강원도  삼척시  ,5084,4000,20170920,적합
풋고추,생산,일반 ,강원도  삼척시  ,274,100,20170920,적합
메현미,생산,일반 ,강원도  강릉시  ,2234,300,20170920,적합
메현미,생산,일반 ,강원도  강릉시  ,2990,300,20170920,적합
메현미,생산,일반 ,강원도  강릉시  ,1834,150,20170920,적합
메현미,생산,일반 ,강원도  강릉시  ,3455,300,20170920,적합
고구마,생산,일반 ,인천광역시  강화군  ,330,100,20170920,적합
고구마,생산,일반 ,인천광역시  강화군  ,1000,300,20170920,적합
대파,생산,일반 ,인천광역시  강화군  ,330,100,20170920,적합
고구마,생산,일반 ,인천광역시  강화군  ,330,100,20170920,적합
홍고추(붉은고추),생산,일반 ,인천광역시  강화군  ,330,100,20170920,적합
고구마,생산,일반 ,인천광역시  강화군  ,850,600,20170920,적합
멥쌀(일반),생산,일반 ,경기도  평택시  ,1164,5300,20170920,적합
멥쌀(일반),생산,일반 ,경상남도  고성군  ,2871,1533,20170919,적합
멥쌀(일반),생산,일반 ,경상남도  고성군  ,1517,810,20170919,적합
멥쌀(일반),생산,일반 ,경상남도  고성군  ,2741,1464,20170919,적합
멥쌀(일반),생산,일반 ,경상남도  고성군  ,1640,876,20170919,적합
기타(쌀),생산,일반 ,경상남도  고성군  ,1600,854,20170919,적합
멥쌀(일반),생산,일반 ,경상남도  고성군  ,1523,813,20170919,적합
멥쌀(일반),생산,일반 ,경상남도  고성군  ,2366,1263,20170919,적합
멥쌀(일반),생산,일반 ,경상남도  고성군  ,2067,1104,20170919,적합
멥쌀(일반),생산,일반 ,경상남도  고성군  ,1900,1015,20170919,적합
멥쌀(일반),생산,일반 ,경상남도  고성군  ,2089,1116,20170919,적합
멥쌀(일반),생산,일반 ,경상남도  고성군  ,1540,822,20170919,적합
멥쌀(일반),생산,일반 ,경상남도  고성군  ,1000,534,20170919,적합
멥쌀(일반),생산,일반 ,경상남도  고성군  ,2004,1070,20170919,적합
멥쌀(일반),생산,일반 ,경상남도  고성군  ,2561,1368,20170919,적합
멥쌀(일반),생산,일반 ,경상남도  고성군  ,1567,837,20170919,적합
멥쌀(일반),생산,일반 ,경상남도  고성군  ,1616,863,20170919,적합
멥쌀(일반),생산,일반 ,경상남도  고성군  ,1177,629,20170919,적합
멥쌀(일반),생산,일반 ,경상남도  고성군  ,915,488,20170919,적합
기타(쌀),생산,일반 ,경상남도  고성군  ,1282,685,20170919,적합
기타(쌀),생산,일반 ,경상남도  고성군  ,1592,850,20170919,적합
멥쌀(일반),생산,일반 ,경상남도  고성군  ,2076,1109,20170919,적합
멥쌀(일반),생산,일반 ,경상남도  고성군  ,1925,1028,20170919,적합
기타(쌀),생산,일반 ,경상남도  고성군  ,1303,696,20170919,적합
팽이버섯,생산,친환경(인증) 무농약,경상북도  구미시  ,900,10500,20170919,적합
대추,생산,일반 ,경상북도  군위군  ,1300,350,20170919,적합
대추,생산,일반 ,경상북도  군위군  ,1940,480,20170919,적합
느타리버섯,유통/판매,일반 ,경상북도  청도군  ,,10,20170919,적합
멥쌀(일반),유통/판매,일반 ,경기도  양평군  ,,20,20170919,적합
부추,유통/판매,일반 ,경기도  양평군  ,,30,20170919,적합
멥쌀(일반),유통/판매,일반 ,대구광역시  북구  ,,10,20170919,적합
당근,유통/판매,일반 ,경상북도  칠곡군  ,,10,20170919,적합
무,유통/판매,일반 ,강원도  평창군  ,,30,20170919,적합
홍고추(붉은고추),생산,일반 ,전라남도  화순군  ,324,30,20170919,적합
홍고추(붉은고추),생산,일반 ,전라남도  화순군  ,826,60,20170919,적합
배추,유통/판매,일반 ,전라북도  익산시  ,,300,20170919,적합
떫은감,생산,일반 ,전라남도  영암군  ,2040,60,20170919,적합
떫은감,생산,일반 ,전라남도  영암군  ,2040,60,20170919,적합
떫은감,생산,일반 ,전라남도  영암군  ,3214,90,20170919,적합
떫은감,생산,일반 ,전라남도  영암군  ,2470,70,20170919,적합
단감,생산,일반 ,전라남도  순천시  ,864,300,20170919,적합
단감,생산,일반 ,전라남도  순천시  ,1455,700,20170919,적합
단감,생산,일반 ,전라남도  순천시  ,1544,600,20170919,적합
석류,생산,일반 ,전라남도  순천시  ,1412,700,20170919,적합
단감,생산,일반 ,전라남도  순천시  ,1666,1000,20170919,적합
단감,생산,일반 ,전라남도  순천시  ,2690,1000,20170919,적합
단감,생산,일반 ,전라남도  순천시  ,1563,500,20170919,적합
풋고추,생산,일반 ,충청북도  청주시  ,500,300,20170919,적합
얼갈이배추,생산,일반 ,충청북도  청주시  ,500,300,20170919,적합
고구마,생산,일반 ,충청북도  청주시  ,500,300,20170919,적합
가지,생산,일반 ,충청북도  청주시  ,500,300,20170919,적합
깻잎,생산,일반 ,충청북도  청주시  ,500,300,20170919,적합
열무,생산,일반 ,충청북도  청주시  ,500,300,20170919,적합
고구마,생산,일반 ,충청남도  서산시  ,500,600,20170919,적합
고구마,생산,일반 ,충청남도  서산시  ,350,300,20170919,적합
호박,생산,일반 ,충청남도  서산시  ,1200,600,20170919,적합
배,생산,일반 ,충청남도  논산시  ,1818,1500,20170919,적합
고구마,생산,일반 ,충청남도  논산시  ,4212,4000,20170919,적합
풋고추,생산,일반 ,충청북도  단양군  ,195,30,20170919,적합
사과,생산,일반 ,충청북도  영동군  ,1495,1900,20170919,적합
포도,생산,일반 ,충청북도  영동군  ,731,800,20170919,적합
포도,생산,일반 ,충청북도  영동군  ,797,900,20170919,적합
포도,생산,일반 ,충청북도  영동군  ,2422,2600,20170919,적합
포도,생산,일반 ,충청북도  영동군  ,2422,2600,20170919,적합
포도,생산,일반 ,충청북도  영동군  ,2004,2600,20170919,적합
멥쌀(일반),생산,일반 ,강원도  원주시  ,1528,800,20170919,적합
멥쌀(일반),생산,일반 ,강원도  원주시  ,2185,1000,20170919,적합
멥쌀(일반),생산,일반 ,강원도  원주시  ,2990,1600,20170919,적합
풋고추,유통/판매,일반 ,강원도  정선군  ,,,20170919,적합
대파,유통/판매,일반 ,경기도  이천시  ,,,20170919,적합
시금치,유통/판매,일반 ,경기도  하남시  ,,,20170919,적합
배추,유통/판매,일반 ,강원도  평창군  ,,,20170919,적합
마늘,유통/판매,일반 ,경상남도  창녕군  ,,2.4,20170918,적합
콩(대두),유통/판매,일반 ,경상북도  청도군  ,,7.5,20170918,적합
새송이,생산,친환경(인증) 무농약,경상북도  청도군  ,890,800,20170918,적합
팽이버섯,생산,친환경(인증) 무농약,경상북도  청도군  ,10000,14500,20170918,적합
대추,생산,일반 ,경상북도  군위군  ,660,400,20170918,적합
대추,생산,일반 ,경상북도  군위군  ,474,180,20170918,적합
대추,생산,일반 ,경상북도  군위군  ,133,50,20170918,적합
대추,생산,일반 ,경상북도  군위군  ,370,120,20170918,적합
대추,생산,일반 ,경상북도  군위군  ,1104,400,20170918,적합
대추,생산,일반 ,경상북도  군위군  ,2559,900,20170918,적합
무,유통/판매,일반 ,강원도  평창군  ,,250,20170918,적합
멥쌀(일반),생산,일반 ,전라남도  광양시  ,1928,250,20170918,적합
열무,생산,일반 ,전라남도  순천시  ,1418,300,20170918,적합
멥쌀(일반),생산,일반 ,전라남도  광양시  ,1198,300,20170918,적합
멥쌀(일반),생산,일반 ,전라남도  광양시  ,2284,500,20170918,적합
멥쌀(일반),생산,일반 ,전라남도  순천시  ,416,100,20170918,적합
참깨,유통/판매,일반 ,전라남도  신안군  ,,40,20170918,적합
깻잎,생산,일반 ,충청북도  제천시  ,962,40,20170918,적합
기타(콩),생산,일반 ,충청북도  제천시  ,1028,40,20170918,적합
기타(콩),생산,일반 ,충청북도  제천시  ,497,30,20170918,적합
기타(콩),생산,일반 ,충청북도  제천시  ,1150,40,20170918,적합
풋고추,생산,일반 ,충청북도  단양군  ,1981,50,20170918,적합
풋고추,생산,일반 ,충청북도  단양군  ,495,40,20170918,적합
풋고추,생산,일반 ,충청북도  단양군  ,459,40,20170918,적합
풋고추,생산,일반 ,충청북도  단양군  ,1365,60,20170918,적합
사과,생산,일반 ,충청북도  충주시  ,330,450,20170918,적합
멥쌀(일반),생산,일반 ,강원도  정선군  ,2800,400,20170918,적합
메현미,생산,일반 ,강원도  강릉시  ,3109,300,20170918,적합
고구마,생산,일반 ,강원도  횡성군  ,200,100,20170918,적합
복숭아,생산,GAP(인증) ,경기도  여주시  ,335,600,20170918,적합
멥쌀(일반),생산,일반 ,경기도  포천시  ,6086,3043,20170918,적합
멥쌀(일반),생산,일반 ,경기도  포천시  ,2176,1088,20170918,적합
멥쌀(일반),생산,일반 ,경기도  포천시  ,3786,1893,20170918,적합
멥쌀(일반),생산,일반 ,경기도  포천시  ,2288,1144,20170918,적합
복숭아,생산,GAP(인증) ,경기도  이천시  ,4500,3200,20170916,적합
복숭아,생산,GAP(인증) ,경기도  이천시  ,505,700,20170916,적합
복숭아,생산,GAP(인증) ,경기도  이천시  ,3800,4000,20170916,적합
복숭아,생산,GAP(인증) ,경기도  이천시  ,1907,2500,20170916,적합
복숭아,생산,일반 ,경기도  이천시  ,2072,2400,20170916,적합
고구마,생산,일반 ,전라북도  진안군  ,1867,800,20170915,적합
고구마,생산,일반 ,전라남도  담양군  ,1314,150,20170915,적합
고구마,생산,일반 ,전라남도  담양군  ,1314,150,20170915,적합
풋고추,생산,일반 ,충청남도  공주시  ,500,20,20170915,적합
풋고추,생산,일반 ,충청남도  공주시  ,500,20,20170915,적합
멥쌀(일반),생산,일반 ,경기도  평택시  ,1525,7000,20170915,적합
멥쌀(일반),생산,일반 ,경기도  평택시  ,1412,6500,20170915,적합
멥쌀(일반),유통/판매,일반 ,경기도  이천시  ,,,20170915,적합
멥쌀(일반),유통/판매,일반 ,전라북도  부안군  ,,,20170915,적합
감자,유통/판매,일반 ,강원도  강릉시  ,,,20170915,적합
참외,생산,일반 ,경상북도  성주군  ,2893,2000,20170914,적합
사과,생산,일반 ,전라북도  무주군  ,1500,1200,20170914,적합
배,생산,일반 ,전라북도  고창군  ,330,100,20170914,적합
배,생산,일반 ,전라북도  고창군  ,330,100,20170914,적합
깻잎,생산,일반 ,전라남도  담양군  ,363,10,20170914,적합
참깨,생산,일반 ,전라남도  담양군  ,729,9,20170914,적합
풋고추,생산,일반 ,전라남도  함평군  ,600,20,20170914,적합
홍고추(붉은고추),생산,일반 ,전라남도  장흥군  ,785,80,20170914,적합
단감,생산,일반 ,전라남도  순천시  ,330,50,20170914,적합
단감,생산,일반 ,전라남도  순천시  ,411,50,20170914,적합
꽈리고추,생산,일반 ,충청남도  부여군  ,1557,1500,20170914,적합
풋고추,생산,일반 ,충청남도  당진시  ,600,40,20170914,적합
풋고추,생산,일반 ,충청남도  당진시  ,330,80,20170914,적합
들깨,생산,일반 ,강원도  인제군  ,500,200,20170914,적합
사과,생산,일반 ,강원도  정선군  ,2000,1500,20170914,적합
고구마,생산,일반 ,강원도  원주시  ,4739,6000,20170914,부적합 (폐기)
고구마,생산,일반 ,강원도  원주시  ,2992,4000,20170914,적합
고구마,생산,일반 ,강원도  원주시  ,1642,2000,20170914,적합
고구마,생산,일반 ,강원도  원주시  ,561,500,20170914,적합
고구마,생산,일반 ,강원도  원주시  ,1636,2400,20170914,적합
고구마,생산,친환경(인증) 무농약,강원도  원주시  ,2998,4000,20170914,적합
고구마,생산,친환경(인증) 무농약,강원도  원주시  ,4146,5600,20170914,적합
풋고추,생산,일반 ,강원도  원주시  ,2586,7600,20170914,적합
풋고추,생산,일반 ,강원도  원주시  ,5968,23000,20170914,적합
풋고추,생산,일반 ,강원도  원주시  ,2315,8000,20170914,적합
느타리버섯,유통/판매,일반 ,경기도  여주시  ,,,20170914,적합
부추,유통/판매,일반 ,인천광역시  부평구  ,,,20170914,적합
참외,생산,일반 ,경상북도  성주군  ,1194,2000,20170913,적합
홍고추(붉은고추),생산,일반 ,경상북도  예천군  ,1541,1000,20170913,적합
풋고추,유통/판매,일반 ,경상남도  밀양시  ,,,20170913,적합
부추,유통/판매,일반 ,대구광역시  달성군  ,,,20170913,적합
시금치,유통/판매,일반 ,대구광역시  달성군  ,,,20170913,적합
대파,유통/판매,일반 ,대구광역시  달성군  ,,,20170913,적합
무,유통/판매,일반 ,경상남도  밀양시  ,,,20170913,적합
당근,유통/판매,일반 ,경기도  안성시  ,,,20170913,적합
깻잎,생산,일반 ,대구광역시  달성군  ,300,100,20170913,적합
참깨,유통/판매,일반 ,전라북도  군산시  ,,2,20170913,적합
느타리버섯,유통/판매,일반 ,전라북도  군산시  ,,2,20170913,적합
떫은감,생산,일반 ,전라남도  순천시  ,1150,100,20170913,적합
떫은감,생산,일반 ,전라남도  순천시  ,1481,100,20170913,적합
떫은감,생산,일반 ,전라남도  순천시  ,2457,200,20170913,적합
땅콩,생산,일반 ,충청북도  청주시  ,500,300,20170913,적합
풋고추,생산,일반 ,충청북도  청주시  ,500,300,20170913,적합
고구마,생산,일반 ,충청북도  청주시  ,500,300,20170913,적합
마,생산,일반 ,충청북도  청주시  ,500,300,20170913,적합
멥쌀(일반),생산,일반 ,충청남도  서산시  ,3000,1000,20170913,적합
멥쌀(일반),생산,일반 ,충청남도  서산시  ,2500,800,20170913,적합
복숭아,생산,일반 ,충청북도  음성군  ,9000,600,20170913,적합
복숭아,생산,일반 ,충청북도  음성군  ,14000,1000,20170913,적합
복숭아,생산,일반 ,충청북도  음성군  ,18000,1000,20170913,적합
사과,생산,일반 ,충청북도  옥천군  ,2700,3500,20170913,적합
사과,생산,일반 ,충청북도  옥천군  ,1300,750,20170913,적합
풋고추,생산,일반 ,강원도  홍천군  ,1000,300,20170913,적합
깻잎,생산,일반 ,강원도  정선군  ,100,10,20170913,적합
깻잎,생산,일반 ,강원도  정선군  ,100,10,20170913,적합
깻잎,생산,일반 ,강원도  정선군  ,330,50,20170913,적합
풋고추,생산,일반 ,강원도  원주시  ,9129,30000,20170913,적합
풋고추,생산,일반 ,강원도  원주시  ,911,3000,20170913,적합
풋고추,생산,일반 ,강원도  원주시  ,1765,6000,20170913,적합
느타리버섯,유통/판매,일반 ,경기도  여주시  ,,3,20170912,적합
단감,생산,일반 ,전라남도  순천시  ,411,50,20170912,적합
단감,생산,일반 ,전라남도  순천시  ,330,50,20170912,적합
참깨,생산,일반 ,충청남도  부여군  ,500,100,20170912,적합
고구마,생산,일반 ,충청남도  부여군  ,754,1500,20170912,적합
수박,생산,일반 ,충청남도  부여군  ,4090,5000,20170912,적합
고구마,생산,일반 ,충청남도  천안시  ,2965,2000,20170912,적합
고구마,생산,일반 ,충청남도  천안시  ,1484,900,20170912,적합
고구마,생산,일반 ,충청남도  천안시  ,1322,800,20170912,적합
대파,생산,일반 ,충청북도  진천군  ,330,40,20170912,적합
배,생산,일반 ,충청북도  옥천군  ,1138,800,20170912,적합
배,생산,일반 ,충청북도  옥천군  ,450,300,20170912,적합
사과,생산,일반 ,충청북도  옥천군  ,1200,500,20170912,적합
사과,생산,일반 ,충청북도  옥천군  ,1042,500,20170912,적합
사과,생산,일반 ,충청북도  옥천군  ,5400,1500,20170912,적합
사과,생산,일반 ,충청북도  옥천군  ,3000,2000,20170912,적합
사과,생산,일반 ,충청북도  옥천군  ,1800,1500,20170912,적합
사과,생산,일반 ,충청북도  옥천군  ,701,500,20170912,적합
사과,생산,일반 ,충청북도  옥천군  ,2439,3000,20170912,적합
사과,생산,일반 ,충청북도  옥천군  ,2600,3000,20170912,적합
사과,생산,일반 ,충청북도  옥천군  ,1127,1000,20170912,적합
사과,생산,일반 ,충청북도  옥천군  ,2300,2000,20170912,적합
토마토,생산,일반 ,강원도  삼척시  ,4181,2000,20170912,적합
풋고추,생산,일반 ,강원도  삼척시  ,2982,1500,20170912,적합
풋고추,생산,일반 ,강원도  삼척시  ,4456,3000,20170912,적합
풋고추,생산,일반 ,강원도  홍천군  ,610,400,20170912,적합
풋고추,생산,일반 ,강원도  홍천군  ,450,100,20170912,적합
옥수수,생산,일반 ,강원도  홍천군  ,900,200,20170912,적합
옥수수,생산,일반 ,강원도  홍천군  ,760,800,20170912,적합
옥수수,생산,일반 ,강원도  정선군  ,500,150,20170912,적합
옥수수,생산,일반 ,강원도  정선군  ,1000,300,20170912,적합
옥수수,생산,일반 ,강원도  정선군  ,1000,300,20170912,적합
옥수수,생산,일반 ,강원도  정선군  ,1000,300,20170912,적합
옥수수,생산,일반 ,강원도  정선군  ,1000,300,20170912,적합
옥수수,생산,일반 ,강원도  정선군  ,1000,300,20170912,적합
마늘,유통/판매,일반 ,충청남도  태안군  ,,,20170912,적합
시금치,유통/판매,일반 ,부산광역시  강서구  ,,,20170911,적합
단호박(밤호박),생산,일반 ,경상북도  봉화군  ,2674,4010,20170911,적합
팽이버섯,생산,친환경(인증) 무농약,경상북도  청도군  ,10000,14500,20170911,적합
새송이,생산,친환경(인증) 무농약,경상북도  청도군  ,890,800,20170911,적합
당근,유통/판매,일반 ,부산광역시  연제구  ,,,20170911,적합
배,생산,일반 ,충청남도  천안시  ,19834,29000,20170911,적합
복숭아,생산,일반 ,충청북도  음성군  ,18000,600,20170911,적합
복숭아,생산,일반 ,충청북도  음성군  ,20000,600,20170911,적합
복숭아,생산,일반 ,충청북도  음성군  ,20000,600,20170911,적합
양배추,생산,일반 ,강원도  태백시  ,330,1000,20170911,적합
홍고추(붉은고추),생산,일반 ,경기도  가평군  ,827,500,20170911,적합
멥쌀(일반),생산,일반 ,경기도  포천시  ,2026,1000,20170911,적합
멥쌀(일반),생산,일반 ,경기도  포천시  ,3950,1970,20170911,적합
멥쌀(일반),생산,일반 ,경기도  포천시  ,2611,1305,20170911,적합
멥쌀(일반),생산,일반 ,경기도  포천시  ,7418,3700,20170911,적합
멥쌀(일반),생산,일반 ,경기도  포천시  ,1367,680,20170911,적합
멥쌀(일반),생산,일반 ,경기도  포천시  ,6870,3400,20170911,적합
멥쌀(일반),생산,일반 ,경기도  포천시  ,4500,2250,20170911,적합
멥쌀(일반),생산,일반 ,경기도  포천시  ,16218,8100,20170911,적합
포도,생산,일반 ,경기도  화성시  ,3560,400,20170911,적합
포도,생산,일반 ,경기도  화성시  ,2748,400,20170911,적합
풋고추,생산,일반 ,강원도  정선군  ,660,100,20170910,적합
고구마,생산,일반 ,경상남도  합천군  ,330,300,20170908,적합
단감,생산,일반 ,전라남도  광양시  ,330,50,20170908,적합
단감,생산,일반 ,전라남도  순천시  ,557,100,20170908,적합
단감,생산,일반 ,전라남도  순천시  ,330,50,20170908,적합
멥쌀(일반),생산,일반 ,전라남도  순천시  ,1628,440,20170908,적합
마늘,유통/판매,일반 ,충청남도  서산시  ,,,20170908,적합
옥수수,유통/판매,일반 ,강원도  영월군  ,,,20170908,적합
마늘,유통/판매,일반 ,경상북도  의성군  ,,,20170908,적합
멥쌀(일반),생산,일반 ,전라남도  광양시  ,2991,1295,20170907,적합
멥쌀(일반),생산,일반 ,전라남도  광양시  ,2952,1275,20170907,적합
참깨,유통/판매,일반 ,경상북도  예천군  ,,,20170906,적합
새송이,생산,친환경(인증) 무농약,경상북도  청도군  ,890,800,20170906,적합
팽이버섯,생산,친환경(인증) 무농약,경상북도  청도군  ,10000,14500,20170906,적합
만가닥버섯,생산,친환경(인증) 무농약,경상북도  청도군  ,890,264,20170906,적합
새송이,생산,친환경(인증) 무농약,경상북도  청도군  ,990,235.2,20170906,적합
팽이버섯,생산,친환경(인증) 무농약,경상북도  청도군  ,7752,5940,20170906,적합
고구마,유통/판매,일반 ,전라남도  무안군  ,,,20170906,적합
마늘,유통/판매,일반 ,경상북도  의성군  ,,,20170906,적합
고구마,유통/판매,일반 ,경기도  이천시  ,,,20170906,적합
시금치,유통/판매,일반 ,경기도  포천시  ,,,20170906,적합
배추,유통/판매,일반 ,강원도  평창군  ,,,20170906,적합
무,유통/판매,일반 ,강원도  양구군  ,,,20170906,적합
대파,유통/판매,일반 ,경상북도  김천시  ,,,20170906,적합
고구마,생산,일반 ,전라북도  진안군  ,1867,500,20170906,적합
참깨,유통/판매,일반 ,충청북도  괴산군  ,,,20170905,적합
참깨,유통/판매,일반 ,강원도  양양군  ,,,20170905,적합
홍고추(붉은고추),생산,일반 ,강원도  강릉시  ,340,50,20170905,적합
홍고추(붉은고추),생산,일반 ,강원도  강릉시  ,1450,100,20170905,적합
홍고추(붉은고추),생산,일반 ,강원도  강릉시  ,485,50,20170905,적합
홍고추(붉은고추),생산,일반 ,강원도  강릉시  ,370,50,20170905,적합
홍고추(붉은고추),생산,일반 ,강원도  원주시  ,709,2800,20170905,적합
홍고추(붉은고추),생산,일반 ,강원도  원주시  ,2917,7000,20170905,적합
홍고추(붉은고추),생산,일반 ,강원도  원주시  ,796,3000,20170905,부적합 (폐기)
