품목명,수거단계,재배양식,생산자 주소,재배면적,조사물량,등록일자,분석결과
참깨,생산,일반 ,충청북도  보은군  ,3743,200,20200831,적합
무,생산,일반 ,경상북도  봉화군  ,3581,21000,20200827,적합
무,생산,일반 ,경상북도  봉화군  ,674,6127,20200827,적합
둥글래,생산,일반 ,경상북도  봉화군  ,3080,300,20200827,적합
오미자,생산,일반 ,경상북도  봉화군  ,2261,3425,20200827,적합
홍고추(붉은고추),생산,일반 ,경상북도  봉화군  ,572,312,20200827,적합
홍고추(붉은고추),생산,일반 ,경상북도  봉화군  ,1699,500,20200827,적합
홍고추(붉은고추),생산,일반 ,충청남도  청양군  ,793,15,20200827,적합
홍고추(붉은고추),생산,일반 ,충청남도  청양군  ,1496,20,20200827,적합
홍고추(붉은고추),생산,일반 ,충청남도  청양군  ,2037,10,20200827,적합
홍고추(붉은고추),생산,일반 ,충청남도  청양군  ,551,10,20200827,적합
홍고추(붉은고추),생산,일반 ,충청남도  청양군  ,679,10,20200827,적합
홍고추(붉은고추),생산,일반 ,충청남도  청양군  ,2267,30,20200827,적합
홍고추(붉은고추),생산,일반 ,충청남도  청양군  ,988,10,20200827,적합
홍고추(붉은고추),생산,일반 ,충청남도  청양군  ,641,10,20200827,적합
홍고추(붉은고추),생산,일반 ,충청남도  청양군  ,572,10,20200827,적합
홍고추(붉은고추),생산,일반 ,충청남도  청양군  ,615,10,20200827,적합
배,생산,GAP(인증) ,충청남도  천안시  ,1239,16200,20200827,적합
녹두,생산,일반 ,경상남도  고성군  ,100,4,20200826,적합
홍고추(붉은고추),생산,일반 ,경상남도  고성군  ,300,30,20200826,적합
들깨,생산,일반 ,경상남도  고성군  ,300,5,20200826,적합
들깨,생산,일반 ,경상남도  고성군  ,300,5,20200826,적합
팽이버섯,생산,친환경(인증) 무농약,경상북도  청도군  ,7353,7000,20200826,적합
멥쌀(일반),생산,일반 ,전라남도  화순군  ,2993,1566,20200826,적합
멥쌀(일반),생산,일반 ,전라남도  화순군  ,367,192,20200826,적합
멥쌀(일반),생산,일반 ,전라남도  화순군  ,2432,1272,20200826,적합
멥쌀(일반),생산,일반 ,전라남도  화순군  ,1141,597,20200826,적합
멥쌀(일반),생산,일반 ,전라남도  화순군  ,2560,1339,20200826,적합
멥쌀(일반),생산,일반 ,전라남도  화순군  ,1437,752,20200826,적합
멥쌀(일반),생산,일반 ,전라남도  화순군  ,976,510,20200826,적합
멥쌀(일반),생산,일반 ,전라남도  화순군  ,2936,1536,20200826,적합
멥쌀(일반),생산,일반 ,전라남도  화순군  ,3000,1569,20200826,적합
구기자,생산,일반 ,충청남도  청양군  ,335,5,20200826,적합
배,생산,일반 ,충청남도  논산시  ,1914,3000,20200826,적합
고구마,생산,일반 ,부산광역시  기장군  ,450,400,20200825,적합
가지,생산,일반 ,부산광역시  기장군  ,330,300,20200825,적합
깻잎,생산,일반 ,부산광역시  기장군  ,600,550,20200825,적합
생고구마순,생산,일반 ,경상남도  합천군  ,1000,50,20200825,적합
깻잎,생산,일반 ,경상남도  사천시  ,330,100,20200825,적합
깻잎,생산,일반 ,경상남도  사천시  ,330,100,20200825,적합
깻잎,생산,일반 ,경상남도  사천시  ,330,100,20200825,적합
깻잎,생산,일반 ,경상남도  사천시  ,330,100,20200825,적합
가지,생산,일반 ,경상남도  사천시  ,330,300,20200825,적합
가지,생산,일반 ,경상남도  사천시  ,330,300,20200825,적합
복숭아,생산,일반 ,경상북도  영주시  ,2500,1500,20200825,적합
홍고추(붉은고추),생산,일반 ,충청남도  청양군  ,922,20,20200825,적합
홍고추(붉은고추),생산,일반 ,충청남도  청양군  ,1709,20,20200825,적합
홍고추(붉은고추),생산,일반 ,충청남도  청양군  ,754,10,20200825,적합
사과,생산,일반 ,충청북도  영동군  ,990,500,20200825,적합
배,생산,일반 ,충청북도  청주시  ,3900,6400,20200824,적합
홍고추(붉은고추),생산,일반 ,충청남도  청양군  ,1425,50,20200824,적합
풋고추,생산,일반 ,충청남도  청양군  ,924,20,20200824,적합
풋고추,생산,일반 ,충청남도  청양군  ,896,20,20200824,적합
홍고추(붉은고추),생산,일반 ,충청남도  청양군  ,1385,20,20200824,적합
배,생산,일반 ,충청남도  아산시  ,10000,5302.5,20200824,적합
포도,생산,일반 ,충청북도  영동군  ,2337,500,20200824,적합
단감,생산,일반 ,부산광역시  기장군  ,500,450,20200820,적합
홍고추(붉은고추),생산,일반 ,부산광역시  기장군  ,420,400,20200820,적합
홍고추(붉은고추),생산,일반 ,부산광역시  기장군  ,443,420,20200820,적합
홍고추(붉은고추),생산,일반 ,경상남도  의령군  ,510,180,20200820,적합
홍고추(붉은고추),생산,일반 ,경상남도  의령군  ,1064,340,20200820,적합
홍고추(붉은고추),생산,일반 ,경상남도  의령군  ,311,100,20200820,적합
홍고추(붉은고추),생산,일반 ,경상남도  의령군  ,552,150,20200820,적합
복숭아,생산,GAP(인증) ,경상북도  상주시  ,1500,2340,20200820,적합
풋고추,생산,일반 ,전라북도  무주군  ,542,100,20200820,적합
배,생산,GAP(인증) ,세종특별자치시  전동면  ,3500,6500,20200820,적합
포도,생산,일반 ,충청북도  영동군  ,330,50,20200820,적합
배,생산,일반 ,전라남도  나주시  ,1730,18708,20200819,적합
배,생산,일반 ,충청남도  논산시  ,15000,16200,20200819,적합
옥수수,생산,일반 ,강원도  정선군  ,300,300,20200819,적합
옥수수,생산,일반 ,강원도  정선군  ,200,200,20200819,적합
옥수수,생산,일반 ,강원도  정선군  ,200,200,20200819,적합
옥수수,생산,일반 ,강원도  정선군  ,200,200,20200819,적합
옥수수,생산,일반 ,강원도  정선군  ,200,200,20200819,적합
오미자,생산,일반 ,경상북도  봉화군  ,800,4000,20200814,적합
수박,생산,일반 ,경상북도  봉화군  ,518,2227,20200814,적합
수박,생산,일반 ,경상북도  봉화군  ,2686,10744,20200814,적합
수박,생산,일반 ,경상북도  봉화군  ,689,2756,20200814,적합
옥수수,생산,일반 ,경상북도  봉화군  ,1006,3300,20200814,적합
감자,생산,일반 ,경상북도  봉화군  ,5953,36078,20200814,적합
오미자,생산,일반 ,경상북도  봉화군  ,3550,17750,20200814,적합
오미자,생산,일반 ,경상북도  봉화군  ,3482,17410,20200814,적합
무,생산,일반 ,경상북도  봉화군  ,3569,32445,20200814,적합
무,생산,일반 ,경상북도  봉화군  ,4815,43772,20200814,적합
무,생산,일반 ,경상북도  봉화군  ,8017,48587,20200814,적합
포도,생산,일반 ,경상북도  김천시  ,1167,500,20200813,적합
홍고추(붉은고추),생산,일반 ,충청북도  보은군  ,1501,250,20200812,적합
아로니아,생산,일반 ,충청북도  옥천군  ,1100,1500,20200812,적합
배,생산,GAP(인증) ,경상북도  상주시  ,1200,32400,20200811,적합
복숭아,생산,GAP(인증) ,경상북도  상주시  ,1500,2000,20200811,적합
사과,생산,일반 ,경상북도  군위군  ,5194,3000,20200811,적합
사과,생산,일반 ,경상북도  군위군  ,2660,2000,20200811,적합
홍고추(붉은고추),생산,일반 ,전라남도  광양시  ,1669,15,20200811,적합
홍고추(붉은고추),생산,일반 ,전라남도  광양시  ,1578,15,20200811,적합
홍고추(붉은고추),생산,일반 ,전라남도  광양시  ,1931,10,20200811,적합
홍고추(붉은고추),생산,일반 ,전라남도  광양시  ,1082,10,20200811,적합
옥수수,생산,일반 ,충청북도  보은군  ,2645,300,20200811,적합
옥수수,생산,일반 ,충청북도  괴산군  ,1000,1000,20200811,적합
풋고추,생산,일반 ,대구광역시  달성군  ,150,10,20200810,적합
풋고추,생산,일반 ,강원도  삼척시  ,4108,1000,20200810,적합
홍고추(붉은고추),생산,일반 ,강원도  삼척시  ,800,200,20200810,적합
풋고추,생산,일반 ,강원도  원주시  ,509,1500,20200810,적합
풋고추,생산,일반 ,강원도  원주시  ,2321,3000,20200810,적합
풋고추,생산,일반 ,강원도  원주시  ,2680,6000,20200810,적합
홍고추(붉은고추),생산,일반 ,경상북도  봉화군  ,808,367,20200807,적합
풋고추,생산,일반 ,경상남도  고성군  ,500,50,20200806,적합
풋고추,생산,일반 ,경상남도  고성군  ,450,50,20200806,적합
풋고추,생산,일반 ,경상남도  고성군  ,321,40,20200806,적합
홍고추(붉은고추),생산,일반 ,전라남도  고흥군  ,1197,200,20200806,적합
홍고추(붉은고추),생산,일반 ,전라남도  고흥군  ,803,100,20200806,적합
복숭아,생산,GAP(인증) ,경상북도  청도군  ,1041,1800,20200805,적합
복숭아,생산,GAP(인증) ,경상북도  상주시  ,750,3900,20200805,적합
홍고추(붉은고추),생산,일반 ,충청북도  보은군  ,3150,200,20200804,적합
홍고추(붉은고추),생산,일반 ,충청북도  보은군  ,2723,150,20200804,적합
홍고추(붉은고추),생산,일반 ,강원도  영월군  ,660,300,20200804,적합
옥수수,생산,일반 ,강원도  강릉시  ,2400,100,20200804,적합
홍고추(붉은고추),생산,일반 ,강원도  영월군  ,700,500,20200803,적합
옥수수,생산,일반 ,강원도  원주시  ,1002,150,20200803,적합
옥수수,생산,일반 ,강원도  원주시  ,999,500,20200803,적합
옥수수,생산,일반 ,강원도  원주시  ,4354,1000,20200803,적합
풋고추,생산,일반 ,경상남도  의령군  ,1025,150,20200731,적합
풋고추,생산,일반 ,경상남도  의령군  ,633,100,20200731,적합
옥수수,생산,일반 ,경상북도  봉화군  ,890,3000,20200731,적합
옥수수,생산,일반 ,강원도  정선군  ,200,200,20200731,적합
옥수수,생산,일반 ,강원도  정선군  ,200,200,20200731,적합
옥수수,생산,일반 ,강원도  정선군  ,200,200,20200731,적합
옥수수,생산,일반 ,강원도  정선군  ,200,200,20200731,적합
옥수수,생산,일반 ,강원도  정선군  ,200,200,20200731,적합
옥수수,생산,일반 ,강원도  정선군  ,200,200,20200731,적합
옥수수,생산,일반 ,강원도  원주시  ,1507,700,20200731,적합
옥수수,생산,일반 ,강원도  원주시  ,2274,1100,20200731,적합
옥수수,생산,일반 ,강원도  원주시  ,642,321,20200731,적합
옥수수,생산,일반 ,강원도  원주시  ,4662,2000,20200731,적합
풋고추,생산,일반 ,부산광역시  기장군  ,554,480,20200730,적합
당근,생산,일반 ,부산광역시  기장군  ,478,430,20200730,적합
수박,생산,일반 ,경상북도  울진군  ,330,30,20200730,적합
무,생산,일반 ,경상북도  봉화군  ,2535,23045,20200730,적합
무,생산,일반 ,경상북도  봉화군  ,1515,13800,20200730,적합
옥수수,생산,일반 ,경상북도  봉화군  ,1800,6545,20200730,적합
옥수수,생산,일반 ,경상북도  봉화군  ,2722,9237,20200730,적합
무,생산,일반 ,경상북도  봉화군  ,7862,71500,20200730,적합
무,생산,일반 ,경상북도  봉화군  ,4000,36300,20200730,적합
무,생산,일반 ,경상북도  봉화군  ,1340,12200,20200730,적합
무,생산,일반 ,경상북도  봉화군  ,1716,15600,20200730,적합
무,생산,일반 ,경상북도  봉화군  ,3169,28900,20200730,적합
사과,생산,일반 ,경기도  화성시  ,3067,1500,20200730,적합
풋고추,생산,일반 ,경상북도  봉화군  ,200,121,20200729,적합
풋고추,생산,일반 ,경상북도  봉화군  ,520,141,20200729,적합
홍고추(붉은고추),생산,일반 ,충청북도  보은군  ,2600,200,20200729,적합
옥수수,생산,일반 ,충청북도  보은군  ,1780,300,20200729,적합
홍고추(붉은고추),생산,일반 ,충청북도  보은군  ,1878,200,20200729,적합
홍고추(붉은고추),생산,일반 ,충청북도  옥천군  ,1500,1600,20200729,적합
홍고추(붉은고추),생산,일반 ,충청북도  옥천군  ,1500,1500,20200729,적합
홍고추(붉은고추),생산,일반 ,충청북도  옥천군  ,760,400,20200729,적합
풋고추,생산,일반 ,강원도  양양군  ,400,150,20200729,적합
옥수수,생산,일반 ,강원도  원주시  ,2065,1000,20200729,적합
옥수수,생산,일반 ,강원도  원주시  ,3059,1529,20200729,적합
풋고추,생산,일반 ,강원도  원주시  ,1772,5000,20200729,적합
상추,생산,일반 ,강원도  원주시  ,2100,4200,20200729,적합
풋고추,생산,일반 ,강원도  원주시  ,2115,3000,20200729,적합
옥수수,생산,일반 ,강원도  원주시  ,885,451,20200729,적합
풋고추,생산,일반 ,강원도  원주시  ,2145,3300,20200729,적합
아로니아,생산,일반 ,경기도  여주시  ,2500,600,20200729,적합
풋고추,생산,일반 ,경상북도  봉화군  ,650,354,20200728,적합
풋고추,생산,일반 ,경상북도  봉화군  ,3706,2021,20200728,적합
풋고추,생산,일반 ,경상북도  봉화군  ,1489,815,20200728,적합
풋고추,생산,일반 ,경상북도  봉화군  ,11249,6135,20200728,적합
풋고추,생산,일반 ,경상북도  봉화군  ,126,70,20200728,적합
풋고추,생산,일반 ,경상북도  봉화군  ,260,150,20200728,적합
양배추,생산,일반 ,경상북도  봉화군  ,50,70,20200728,적합
복숭아,생산,GAP(인증) ,경상북도  청도군  ,1326,2000,20200728,적합
복숭아,생산,일반 ,경상북도  영덕군  ,1016,500,20200728,적합
복숭아,생산,일반 ,경상북도  영덕군  ,1742,1000,20200728,적합
복숭아,생산,일반 ,경상북도  영덕군  ,3800,2000,20200728,적합
복숭아,생산,GAP(인증) ,충청북도  음성군  ,3300,720,20200728,적합
홍고추(붉은고추),생산,일반 ,경기도  용인시  ,330,30,20200728,적합
복숭아,생산,일반 ,경상북도  영주시  ,1131,2427.2,20200727,적합
호박,생산,일반 ,전라북도  김제시  ,330,500,20200727,적합
풋고추,생산,일반 ,전라북도  김제시  ,1000,1000,20200727,적합
대파,생산,일반 ,전라북도  김제시  ,330,1000,20200727,적합
홍고추(붉은고추),생산,일반 ,충청북도  보은군  ,1239,200,20200727,적합
홍고추(붉은고추),생산,일반 ,충청북도  보은군  ,3918,200,20200727,적합
홍고추(붉은고추),생산,일반 ,충청북도  보은군  ,787,100,20200727,적합
옥수수,생산,일반 ,인천광역시  강화군  ,330,330,20200727,적합
호박,생산,일반 ,전라북도  김제시  ,330,1000,20200724,적합
옥수수,생산,일반 ,전라북도  김제시  ,330,1000,20200724,적합
홍고추(붉은고추),생산,일반 ,충청북도  단양군  ,500,500,20200723,적합
홍고추(붉은고추),생산,일반 ,충청북도  단양군  ,500,500,20200723,적합
아로니아,생산,일반 ,충청북도  단양군  ,500,500,20200723,적합
아로니아,생산,일반 ,충청북도  단양군  ,500,500,20200723,적합
아로니아,생산,일반 ,충청북도  단양군  ,500,500,20200723,적합
풋고추,생산,일반 ,강원도  삼척시  ,1217,300,20200723,적합
옥수수,생산,일반 ,강원도  삼척시  ,1700,700,20200723,적합
배추,생산,일반 ,강원도  삼척시  ,1150,300,20200723,적합
풋고추,생산,일반 ,강원도  홍천군  ,1000,1000,20200723,적합
옥수수,생산,일반 ,강원도  홍천군  ,2128,1000,20200723,적합
옥수수,생산,일반 ,강원도  홍천군  ,510,300,20200723,적합
참외,생산,일반 ,울산광역시  울주군  ,330,10,20200722,적합
대파,생산,일반 ,울산광역시  울주군  ,1000,20,20200722,적합
복숭아,생산,일반 ,경상남도  거창군  ,1379,700,20200722,적합
옥수수,생산,일반 ,경상북도  봉화군  ,812,300,20200722,적합
옥수수,생산,일반 ,경상북도  봉화군  ,898,350,20200722,적합
복숭아,생산,일반 ,경상북도  영주시  ,1800,744,20200722,적합
수박,생산,일반 ,충청북도  단양군  ,500,500,20200722,적합
마늘,생산,일반 ,충청북도  단양군  ,500,500,20200722,적합
홍고추(붉은고추),생산,일반 ,충청북도  단양군  ,500,500,20200722,적합
홍고추(붉은고추),생산,일반 ,충청북도  단양군  ,500,500,20200722,적합
홍고추(붉은고추),생산,일반 ,충청북도  단양군  ,500,500,20200722,적합
홍고추(붉은고추),생산,일반 ,충청북도  단양군  ,500,500,20200722,적합
홍고추(붉은고추),생산,일반 ,충청북도  단양군  ,500,500,20200722,적합
홍고추(붉은고추),생산,일반 ,충청북도  단양군  ,500,500,20200722,적합
홍고추(붉은고추),생산,일반 ,충청북도  단양군  ,500,500,20200722,적합
홍고추(붉은고추),생산,일반 ,충청북도  단양군  ,500,500,20200722,적합
홍고추(붉은고추),생산,일반 ,충청북도  단양군  ,500,500,20200722,적합
홍고추(붉은고추),생산,일반 ,충청북도  단양군  ,500,500,20200722,적합
홍고추(붉은고추),생산,일반 ,충청북도  단양군  ,500,500,20200722,적합
홍고추(붉은고추),생산,일반 ,충청북도  단양군  ,500,500,20200722,적합
홍고추(붉은고추),생산,일반 ,충청북도  단양군  ,500,500,20200722,적합
홍고추(붉은고추),생산,일반 ,충청북도  단양군  ,500,500,20200722,적합
홍고추(붉은고추),생산,일반 ,충청북도  단양군  ,500,500,20200722,적합
옥수수,생산,일반 ,강원도  원주시  ,334,170,20200722,적합
옥수수,생산,일반 ,강원도  원주시  ,1462,745,20200722,적합
옥수수,생산,일반 ,강원도  원주시  ,905,461,20200722,적합
옥수수,생산,일반 ,강원도  원주시  ,5733,2923,20200722,적합
옥수수,생산,일반 ,강원도  원주시  ,1728,881,20200722,적합
옥수수,생산,일반 ,강원도  원주시  ,193,98,20200722,적합
옥수수,생산,일반 ,강원도  원주시  ,2185,1114,20200722,적합
토마토,생산,일반 ,경기도  파주시  ,330,100,20200722,적합
홍고추(붉은고추),생산,일반 ,경기도  파주시  ,330,100,20200722,적합
감자,생산,일반 ,경상북도  봉화군  ,860,5200,20200721,적합
옥수수,생산,일반 ,경상북도  봉화군  ,1742,570,20200721,적합
옥수수,생산,일반 ,경상북도  봉화군  ,1004,400,20200721,적합
감자,생산,일반 ,경상북도  봉화군  ,659,220,20200721,적합
감자,생산,일반 ,경상북도  봉화군  ,504,200,20200721,적합
옥수수,생산,일반 ,경상북도  봉화군  ,739,250,20200721,적합
무,생산,일반 ,경상북도  봉화군  ,896,8145,20200721,적합
옥수수,생산,일반 ,경상북도  봉화군  ,250,60,20200721,적합
무,생산,일반 ,경상북도  봉화군  ,268,2436,20200721,적합
무,생산,일반 ,경상북도  봉화군  ,2092,19000,20200721,적합
옥수수,생산,일반 ,경상북도  봉화군  ,380,100,20200721,적합
풋고추,생산,일반 ,충청북도  진천군  ,220,150,20200721,적합
풋고추,생산,일반 ,강원도  정선군  ,300,400,20200721,적합
풋고추,생산,일반 ,강원도  정선군  ,300,400,20200721,적합
풋고추,생산,일반 ,강원도  정선군  ,300,400,20200721,적합
곤드레나물(고려엉겅퀴),생산,일반 ,강원도  정선군  ,300,300,20200721,적합
풋고추,생산,일반 ,강원도  정선군  ,300,500,20200721,적합
풋고추,생산,일반 ,강원도  정선군  ,300,500,20200721,적합
풋고추,생산,일반 ,강원도  정선군  ,300,500,20200721,적합
풋고추,생산,일반 ,강원도  정선군  ,300,500,20200721,적합
풋고추,생산,일반 ,강원도  정선군  ,300,500,20200721,적합
풋고추,생산,일반 ,강원도  정선군  ,300,500,20200721,적합
풋고추,생산,일반 ,강원도  정선군  ,300,500,20200721,적합
풋고추,생산,일반 ,강원도  정선군  ,300,500,20200721,적합
풋고추,생산,일반 ,강원도  정선군  ,300,500,20200721,적합
복숭아,생산,일반 ,경상북도  영주시  ,2200,2427.2,20200720,적합
풋고추,생산,일반 ,경상북도  의성군  ,1684,1000,20200720,적합
복숭아,생산,일반 ,경상북도  의성군  ,362,200,20200720,적합
풋고추,생산,일반 ,경상북도  군위군  ,1489,240,20200720,적합
복숭아,생산,일반 ,경상북도  군위군  ,1948,1000,20200720,적합
풋고추,생산,일반 ,경상북도  군위군  ,796,700,20200720,적합
풋고추,생산,일반 ,전라북도  김제시  ,5000,3000,20200720,적합
옥수수,생산,일반 ,전라북도  김제시  ,785,1000,20200720,적합
풋고추,생산,일반 ,충청북도  단양군  ,500,500,20200720,적합
풋고추,생산,일반 ,충청북도  제천시  ,500,500,20200720,적합
복숭아,생산,일반 ,충청북도  단양군  ,500,1000,20200720,적합
풋고추,생산,일반 ,강원도  삼척시  ,3189,1000,20200720,적합
풋고추,생산,일반 ,강원도  삼척시  ,321,100,20200720,적합
배추,생산,일반 ,강원도  삼척시  ,1200,400,20200720,적합
배추,생산,일반 ,강원도  삼척시  ,1400,400,20200720,적합
풋고추,생산,일반 ,강원도  영월군  ,2900,200,20200720,적합
복숭아,생산,GAP(인증) ,경상북도  상주시  ,1500,936,20200717,적합
옥수수,생산,일반 ,경기도  용인시  ,450,400,20200717,적합
복숭아,생산,일반 ,전라북도  김제시  ,4063,5000,20200716,적합
옥수수,생산,일반 ,전라북도  김제시  ,375,500,20200716,적합
옥수수,생산,일반 ,전라남도  순천시  ,576,20,20200716,적합
풋고추,생산,일반 ,충청북도  단양군  ,500,500,20200716,적합
풋고추,생산,일반 ,충청북도  단양군  ,500,500,20200716,적합
풋고추,생산,일반 ,충청북도  단양군  ,500,500,20200716,적합
풋고추,생산,일반 ,충청북도  단양군  ,500,500,20200716,적합
풋고추,생산,일반 ,충청북도  단양군  ,500,500,20200716,적합
풋고추,생산,일반 ,충청북도  단양군  ,500,500,20200716,적합
풋고추,생산,일반 ,충청북도  단양군  ,500,500,20200716,적합
풋고추,생산,일반 ,충청북도  단양군  ,500,500,20200716,적합
수박,생산,일반 ,충청북도  단양군  ,500,1000,20200716,적합
수박,생산,일반 ,충청북도  단양군  ,500,1000,20200716,적합
수박,생산,일반 ,충청북도  단양군  ,500,1000,20200716,적합
수박,생산,일반 ,충청북도  단양군  ,500,1000,20200716,적합
수박,생산,일반 ,충청북도  단양군  ,500,1000,20200716,적합
풋고추,생산,일반 ,강원도  영월군  ,3000,2000,20200716,적합
풋고추,생산,일반 ,강원도  영월군  ,3000,1200,20200716,적합
옥수수,생산,일반 ,강원도  강릉시  ,1000,50,20200716,적합
옥수수,생산,일반 ,강원도  강릉시  ,1000,50,20200716,적합
방울토마토,생산,일반 ,강원도  원주시  ,638,500,20200716,적합
풋고추,생산,일반 ,강원도  원주시  ,1430,600,20200716,적합
옥수수,생산,일반 ,강원도  원주시  ,485,150,20200716,적합
옥수수,생산,일반 ,강원도  원주시  ,2780,700,20200716,적합
풋고추,생산,일반 ,강원도  원주시  ,1560,600,20200716,적합
옥수수,생산,일반 ,강원도  원주시  ,679,150,20200716,적합
옥수수,생산,일반 ,강원도  원주시  ,1017,200,20200716,적합
옥수수,생산,일반 ,강원도  원주시  ,2108,600,20200716,적합
풋고추,생산,일반 ,경상남도  고성군  ,764,100,20200715,적합
옥수수,생산,일반 ,경상남도  고성군  ,1124,100,20200715,적합
풋고추,생산,일반 ,경상남도  고성군  ,636,50,20200715,적합
감자,생산,일반 ,경상북도  봉화군  ,1413,8000,20200715,적합
복숭아,생산,일반 ,충청북도  청주시  ,1000,400,20200715,적합
수박,생산,일반 ,충청북도  단양군  ,500,1000,20200715,적합
수박,생산,일반 ,충청북도  단양군  ,500,1000,20200715,적합
감자,생산,일반 ,충청북도  단양군  ,500,500,20200715,적합
풋고추,생산,일반 ,충청북도  단양군  ,330,50,20200715,적합
풋고추,생산,일반 ,충청북도  단양군  ,330,50,20200715,적합
풋고추,생산,일반 ,충청북도  단양군  ,330,50,20200715,적합
수박,생산,일반 ,충청북도  단양군  ,500,1000,20200715,적합
수박,생산,일반 ,충청북도  단양군  ,500,1000,20200715,적합
수박,생산,일반 ,충청북도  단양군  ,500,1000,20200715,적합
수박,생산,일반 ,충청북도  단양군  ,500,1000,20200715,적합
수박,생산,일반 ,충청북도  단양군  ,500,1000,20200715,적합
수박,생산,일반 ,충청북도  단양군  ,500,1000,20200715,적합
수박,생산,일반 ,충청북도  단양군  ,500,1000,20200715,적합
수박,생산,일반 ,충청북도  단양군  ,500,1000,20200715,적합
수박,생산,일반 ,충청북도  단양군  ,500,1000,20200715,적합
수박,생산,일반 ,충청북도  단양군  ,500,1000,20200715,적합
수박,생산,일반 ,충청북도  단양군  ,500,1000,20200715,적합
수박,생산,일반 ,충청북도  단양군  ,500,1000,20200715,적합
수박,생산,일반 ,충청북도  단양군  ,500,1000,20200715,적합
복숭아,생산,GAP(인증) ,충청북도  음성군  ,5800,720,20200715,적합
마늘,생산,일반 ,충청북도  보은군  ,2378,800,20200715,적합
옥수수,생산,일반 ,충청북도  증평군  ,500,200,20200715,적합
옥수수,생산,일반 ,충청북도  괴산군  ,500,200,20200715,적합
옥수수,생산,일반 ,강원도  영월군  ,330,100,20200715,적합
풋고추,생산,일반 ,강원도  영월군  ,330,100,20200715,적합
대파,생산,일반 ,경기도  김포시  ,1429,3000,20200715,적합
풋고추,생산,일반 ,경기도  파주시  ,330,100,20200715,적합
풋고추,생산,일반 ,경기도  파주시  ,330,100,20200715,적합
토마토,생산,일반 ,경기도  파주시  ,330,100,20200715,적합
토마토,생산,일반 ,경기도  파주시  ,330,100,20200715,적합
풋고추,생산,일반 ,경기도  파주시  ,330,100,20200715,적합
옥수수,생산,일반 ,경기도  파주시  ,330,100,20200715,적합
풋고추,생산,일반 ,경기도  파주시  ,330,100,20200715,적합
풋고추,생산,일반 ,경기도  파주시  ,330,100,20200715,적합
가지,생산,일반 ,경기도  파주시  ,330,100,20200715,적합
오이,생산,일반 ,경기도  파주시  ,330,100,20200715,적합
풋고추,생산,일반 ,경상남도  함안군  ,660,700,20200714,적합
복숭아,생산,GAP(인증) ,경상북도  상주시  ,1500,2280,20200714,적합
대파,생산,일반 ,경기도  포천시  ,1000,500,20200714,적합
옥수수,생산,일반 ,경상북도  봉화군  ,560,364,20200713,적합
옥수수,생산,일반 ,충청북도  괴산군  ,1000,500,20200713,적합
홍고추(붉은고추),생산,일반 ,경기도  파주시  ,300,300,20200713,적합
홍고추(붉은고추),생산,일반 ,경기도  파주시  ,120,150,20200713,적합
옥수수,생산,일반 ,강원도  원주시  ,3679,700,20200710,적합
복숭아,생산,GAP(인증) ,경상북도  청도군  ,10000,832,20200709,적합
복숭아,생산,일반 ,전라북도  전주시  ,4674,1202.24,20200709,적합
양파,생산,일반 ,강원도  원주시  ,7074,1500,20200709,적합
풋고추,생산,일반 ,강원도  원주시  ,796,350,20200709,적합
대파,생산,일반 ,강원도  원주시  ,582,250,20200709,적합
풋고추,생산,일반 ,강원도  원주시  ,2093,400,20200709,적합
풋고추,생산,일반 ,강원도  원주시  ,3487,700,20200709,적합
풋고추,생산,일반 ,강원도  원주시  ,709,300,20200709,적합
풋고추,생산,일반 ,강원도  원주시  ,612,300,20200709,적합
풋고추,생산,일반 ,강원도  원주시  ,3031,2000,20200709,적합
양파,생산,일반 ,경기도  파주시  ,330,300,20200709,적합
홍고추(붉은고추),생산,일반 ,경기도  파주시  ,330,200,20200709,적합
"애호박(인큐애호박,진주애호박)",생산,일반 ,경기도  파주시  ,330,100,20200709,적합
홍고추(붉은고추),생산,일반 ,경기도  파주시  ,330,100,20200709,적합
홍고추(붉은고추),생산,일반 ,경기도  파주시  ,330,100,20200709,적합
홍고추(붉은고추),생산,일반 ,경기도  파주시  ,1200,500,20200709,적합
홍고추(붉은고추),생산,일반 ,경기도  파주시  ,450,200,20200709,적합
풋고추,생산,일반 ,경상북도  칠곡군  ,150,100,20200708,적합
옥수수,생산,일반 ,강원도  홍천군  ,1555,500,20200708,적합
풋고추,생산,일반 ,강원도  원주시  ,1516,300,20200708,적합
풋고추,생산,일반 ,강원도  원주시  ,3648,700,20200708,적합
풋고추,생산,일반 ,강원도  원주시  ,2816,500,20200708,적합
풋고추,생산,일반 ,강원도  원주시  ,3061,600,20200708,적합
풋고추,생산,일반 ,강원도  원주시  ,3110,600,20200708,적합
호박,생산,일반 ,강원도  원주시  ,2466,800,20200708,적합
옥수수,생산,일반 ,강원도  원주시  ,2116,600,20200708,적합
감자,생산,일반 ,강원도  원주시  ,1524,500,20200708,적합
풋고추,생산,일반 ,경기도  파주시  ,330,300,20200708,적합
대파,생산,일반 ,경기도  파주시  ,330,100,20200708,적합
풋고추,생산,일반 ,경기도  파주시  ,500,1000,20200708,적합
대파,생산,일반 ,경기도  파주시  ,1500,1500,20200708,적합
풋고추,생산,일반 ,전라북도  고창군  ,902,180,20200707,적합
